ID,TEMP,HUMIDITY,TOTAL_CLOUD_COVER,L1_CLOUD_HEIGHT,L1_CLOUD_COVER,L2_CLOUD_HEIGHT,L2_CLOUD_COVER,L3_CLOUD_HEIGHT,L3_CLOUD_COVER,L4_CLOUD_HEIGHT,L4_CLOUD_COVER,DEW_POINT,MAX_WIND_SPEED,PRECIPITATION,PRECIPITATION_TYPE,PRESSURE_SEA_LEVEL,PRESSURE_STATION,VISIBILITY,WEATHER_TYPE,AVG_WIND_SPEED,AVG_WIND_DIRECTION,DIFFUSE_RADIATION,GLOBAL_RADIATION,SUNSHINE_DURATION,ZENITH,ELEVATION,AZIMUTH,TIMESTAMP,TARGET
9641,23.1,27,0,,,,,,,,,3.1,8.5,0.0,0,1024.0,992.4,62010,-1,4.0,40,21.6,206.3,1.0,61.46,28.54,262.01,2022-08-06 16:00:00+00:00,51672.12
9642,22.6,30,0,,,,,,,,,4.2,9.0,0.0,0,1023.8,992.2,72150,-1,4.1,50,18.9,147.1,1.0,71.12,18.88,273.63,2022-08-06 17:00:00+00:00,27963.93
9643,21.6,32,0,,,,,,,,,4.4,9.3,0.0,0,1023.8,992.1,74760,-1,4.6,40,15.1,84.0,1.0,80.64,9.36,284.71,2022-08-06 18:00:00+00:00,7413.95
9644,20.0,37,0,,,,,,,,,4.8,9.5,0.0,0,1024.3,992.4,66120,-1,4.7,30,8.6,27.2,1.0,89.38,0.62,295.9,2022-08-06 19:00:00+00:00,453.95
9645,18.3,42,0,,,,,,,,,5.3,6.9,0.0,0,1024.9,992.8,72110,-1,4.1,30,0.9,1.1,0.08,98.07,-8.07,307.72,2022-08-06 20:00:00+00:00,0.0
9646,16.8,47,0,,,,,,,,,5.6,6.8,0.0,0,1025.2,992.9,62710,-1,4.2,30,0.0,0.0,0.0,105.04,-15.04,320.57,2022-08-06 21:00:00+00:00,
9647,16.1,49,0,,,,,,,,,5.5,6.0,0.0,0,1025.2,992.9,60680,-1,4.1,30,0.0,0.0,0.0,110.24,-20.24,334.64,2022-08-06 22:00:00+00:00,
9648,15.4,52,0,,,,,,,,,5.7,8.0,0.0,0,1025.3,992.9,59070,-1,4.3,30,0.0,0.0,0.0,113.22,-23.22,349.79,2022-08-06 23:00:00+00:00,
9649,14.9,53,0,,,,,,,,,5.5,8.9,0.0,0,1025.2,992.7,75000,-1,4.6,30,0.0,0.0,0.0,113.63,-23.63,5.47,2022-08-07 00:00:00+00:00,
9650,13.8,57,0,,,,,,,,,5.5,7.7,0.0,0,1024.9,992.3,62260,-1,3.7,40,0.0,0.0,0.0,111.43,-21.43,20.86,2022-08-07 01:00:00+00:00,
9651,12.8,62,0,,,,,,,,,5.7,5.3,0.0,0,1024.6,991.9,69150,-1,3.2,40,0.0,0.0,0.0,106.88,-16.88,35.31,2022-08-07 02:00:00+00:00,
9652,12.5,63,0,,,,,,,,,5.7,5.3,0.0,0,1024.4,991.7,71530,-1,2.9,40,0.0,0.0,0.0,100.41,-10.41,48.54,2022-08-07 03:00:00+00:00,
9653,12.0,65,0,,,,,,,,,5.7,6.5,0.0,0,1024.2,991.4,70170,-1,2.9,30,0.0,0.0,0.0,92.52,-2.52,60.66,2022-08-07 04:00:00+00:00,0.0
9654,12.0,66,0,,,,,,,,,5.9,6.0,0.0,0,1024.4,991.6,65430,-1,3.5,40,3.4,6.0,0.45,83.53,6.47,72.01,2022-08-07 05:00:00+00:00,0.0
9655,13.4,60,0,,,,,,,,,5.9,6.8,0.0,0,1024.6,992.0,63670,-1,4.0,30,11.8,45.8,1.0,74.16,15.84,83.08,2022-08-07 06:00:00+00:00,0.0
9656,15.6,52,0,,,,,,,,,5.8,7.9,0.0,0,1024.4,992.0,69090,-1,4.3,40,16.9,106.1,1.0,64.51,25.49,94.49,2022-08-07 07:00:00+00:00,0.0
9657,18.5,45,0,,,,,,,,,6.4,7.8,0.0,0,1023.8,991.8,72820,-1,4.3,40,19.9,167.6,1.0,55.02,34.98,107.02,2022-08-07 08:00:00+00:00,0.0
9658,20.1,40,0,,,,,,,,,6.1,7.4,0.0,0,1023.4,991.6,54630,-1,4.2,30,21.9,223.7,1.0,46.21,43.79,121.79,2022-08-07 09:00:00+00:00,0.0
9659,22.7,35,0,,,,,,,,,6.4,9.1,0.0,0,1022.6,991.1,56450,-1,4.3,40,23.9,269.8,1.0,38.9,51.1,140.21,2022-08-07 10:00:00+00:00,0.0
9660,24.9,30,4,11800,4,,,,,,,6.4,9.7,0.0,0,1021.8,990.5,75000,-1,4.8,30,25.3,302.6,1.0,34.29,55.71,163.22,2022-08-07 11:00:00+00:00,0.0
9661,25.7,29,8,10840,7,11500,8,,,,,6.2,9.4,0.0,0,1021.4,990.2,53110,-1,4.7,30,31.7,310.0,1.0,33.65,56.35,189.09,2022-08-07 12:00:00+00:00,0.0
9662,26.0,27,0,,,,,,,,,5.7,8.4,0.0,0,1021.0,989.8,74190,-1,3.6,10,29.8,307.4,1.0,37.19,52.81,213.31,2022-08-07 13:00:00+00:00,0.0
9663,26.8,27,3,10440,3,,,,,,,6.4,8.2,0.0,0,1020.5,989.4,63250,-1,3.9,20,25.8,286.5,1.0,43.84,46.16,233.06,2022-08-07 14:00:00+00:00,0.0
9664,27.1,25,1,10340,1,,,,,,,5.7,8.7,0.0,0,1019.9,988.9,57330,-1,4.1,30,23.9,250.6,1.0,52.32,37.68,248.75,2022-08-07 15:00:00+00:00,0.0
9665,26.8,25,0,,,,,,,,,5.4,9.2,0.0,0,1019.7,988.7,68540,-1,4.3,30,22.1,200.3,1.0,61.68,28.32,261.82,2022-08-07 16:00:00+00:00,0.0
9666,26.2,26,0,,,,,,,,,5.2,8.8,0.0,0,1019.7,988.6,55450,-1,3.8,30,18.9,142.0,1.0,71.35,18.65,273.46,2022-08-07 17:00:00+00:00,0.0
9667,25.2,26,0,,,,,,,,,4.1,8.6,0.0,0,1019.9,988.7,75000,-1,4.1,30,14.5,81.4,1.0,80.87,9.13,284.55,2022-08-07 18:00:00+00:00,0.0
9668,23.2,31,0,,,,,,,,,5.0,8.1,0.0,0,1020.4,989.0,71280,-1,4.3,40,8.0,26.0,1.0,89.59,0.41,295.75,2022-08-07 19:00:00+00:00,0.0
9669,21.4,34,0,,,,,,,,,5.1,6.7,0.0,0,1021.5,989.8,70590,-1,4.1,30,0.7,1.0,0.03,98.32,-8.32,307.59,2022-08-07 20:00:00+00:00,0.0
9670,19.8,39,0,,,,,,,,,5.5,7.2,0.0,0,1021.8,990.0,70620,-1,4.0,40,0.0,0.0,0.0,105.3,-15.3,320.47,2022-08-07 21:00:00+00:00,
9671,19.1,42,0,,,,,,,,,5.8,6.5,0.0,0,1022.2,990.3,63910,-1,3.7,40,0.0,0.0,0.0,110.52,-20.52,334.58,2022-08-07 22:00:00+00:00,
9672,18.0,45,4,10610,4,,,,,,,5.8,7.7,0.0,0,1022.4,990.4,75000,-1,4.2,30,0.0,0.0,0.0,113.5,-23.5,349.79,2022-08-07 23:00:00+00:00,
9673,17.4,48,0,,,,,,,,,6.4,6.4,0.0,0,1022.4,990.3,56910,-1,3.6,30,0.0,0.0,0.0,113.91,-23.91,5.52,2022-08-08 00:00:00+00:00,
9674,16.2,52,0,,,,,,,,,6.4,5.2,0.0,0,1022.5,990.3,67380,-1,3.0,40,0.0,0.0,0.0,111.7,-21.7,20.97,2022-08-08 01:00:00+00:00,
9675,14.9,58,0,,,,,,,,,6.7,4.7,0.0,0,1022.8,990.4,58490,-1,2.9,40,0.0,0.0,0.0,107.12,-17.12,35.46,2022-08-08 02:00:00+00:00,
9676,14.3,61,1,11070,1,,,,,,,7.0,4.1,0.0,0,1022.7,990.3,66220,-1,2.8,40,0.0,0.0,0.0,100.64,-10.64,48.71,2022-08-08 03:00:00+00:00,
9677,13.6,64,4,11120,4,,,,,,,6.9,5.0,0.0,0,1022.8,990.3,68720,-1,3.2,30,0.0,0.0,0.0,92.73,-2.73,60.85,2022-08-08 04:00:00+00:00,0.0
9678,13.1,68,1,11000,1,,,,,,,7.2,5.0,0.0,0,1023.3,990.7,73620,-1,2.7,40,3.3,5.9,0.43,83.72,6.28,72.21,2022-08-08 05:00:00+00:00,0.0
9679,14.9,61,3,10660,3,,,,,,,7.5,6.3,0.0,0,1023.5,991.1,65490,-1,3.3,30,11.8,45.3,1.0,74.35,15.65,83.3,2022-08-08 06:00:00+00:00,0.0
9680,17.0,55,4,10170,3,10760,4,,,,,8.0,5.9,0.0,0,1023.7,991.5,60230,-1,3.0,40,17.1,104.9,1.0,64.7,25.3,94.72,2022-08-08 07:00:00+00:00,9213.38
9681,19.6,46,5,9950,4,10920,5,,,,,7.7,8.1,0.0,0,1023.7,991.8,56870,-1,3.8,30,24.3,165.1,1.0,55.21,34.79,107.27,2022-08-08 08:00:00+00:00,68162.22
9682,22.0,39,7,9130,5,10710,7,11310,7,,,7.4,7.0,0.0,0,1023.7,992.1,63860,-1,4.0,30,40.2,211.9,1.0,46.42,43.58,122.05,2022-08-08 09:00:00+00:00,82754.52
9683,24.8,31,8,9050,6,10400,8,,,,,6.7,7.4,0.0,0,1023.1,991.8,55290,-1,4.0,30,50.5,254.8,1.0,39.14,50.86,140.45,2022-08-08 10:00:00+00:00,93288.75
9684,26.8,26,8,8880,8,,,,,,,5.5,8.7,0.0,0,1022.5,991.4,56310,-1,4.8,40,55.4,282.6,1.0,34.56,55.44,163.37,2022-08-08 11:00:00+00:00,101376.44
9685,27.6,25,3,8800,1,11270,3,,,,,6.0,9.1,0.0,0,1022.2,991.2,65910,-1,4.3,50,37.5,306.3,1.0,33.93,56.07,189.1,2022-08-08 12:00:00+00:00,104844.17
9686,27.7,24,0,,,,,,,,,5.4,8.5,0.0,0,1021.8,990.8,75000,-1,3.2,40,25.8,308.5,1.0,37.46,52.54,213.18,2022-08-08 13:00:00+00:00,98786.05
9687,27.7,23,2,11290,2,,,,,,,4.9,8.4,0.0,0,1021.4,990.4,65810,-1,3.6,30,25.8,286.0,1.0,44.1,45.9,232.87,2022-08-08 14:00:00+00:00,85702.41
9688,28.5,23,0,,,,,,,,,5.3,8.2,0.0,0,1021.1,990.2,65210,-1,3.7,20,24.2,250.0,1.0,52.56,37.44,248.56,2022-08-08 15:00:00+00:00,69831.06
9689,28.6,22,0,,,,,,,,,4.9,9.0,0.0,0,1020.9,990.0,72470,-1,4.2,30,21.5,200.3,1.0,61.92,28.08,261.63,2022-08-08 16:00:00+00:00,48701.28
9690,28.1,23,0,,,,,,,,,5.2,8.5,0.0,0,1020.8,989.9,52710,-1,4.1,30,18.9,141.0,1.0,71.58,18.42,273.28,2022-08-08 17:00:00+00:00,25469.68
9691,26.9,26,0,,,,,,,,,5.8,9.0,0.0,0,1021.3,990.2,55090,-1,4.7,30,15.7,79.0,1.0,81.11,8.89,284.38,2022-08-08 18:00:00+00:00,6981.71
9692,24.5,32,0,,,,,,,,,6.8,9.0,0.0,0,1022.0,990.7,58690,-1,4.7,40,8.6,24.7,0.98,89.8,0.2,295.6,2022-08-08 19:00:00+00:00,1578.9
9693,22.7,39,7,12270,7,,,,,,,8.0,8.5,0.0,0,1023.1,991.6,61830,-1,4.8,30,0.8,1.0,0.0,98.58,-8.58,307.46,2022-08-08 20:00:00+00:00,6.75
9694,21.5,44,0,,,,,,,,,8.9,8.0,0.0,0,1023.8,992.1,57300,-1,4.6,30,0.0,0.0,0.0,105.57,-15.57,320.37,2022-08-08 21:00:00+00:00,0.0
9695,20.6,49,0,,,,,,,,,9.4,7.6,0.0,0,1023.9,992.1,55670,-1,4.4,40,0.0,0.0,0.0,110.8,-20.8,334.53,2022-08-08 22:00:00+00:00,0.0
9696,19.6,52,0,,,,,,,,,9.5,8.8,0.0,0,1024.0,992.1,54780,-1,4.6,40,0.0,0.0,0.0,113.79,-23.79,349.79,2022-08-08 23:00:00+00:00,0.0
9697,18.9,54,0,,,,,,,,,9.5,8.1,0.0,0,1024.1,992.1,56940,-1,4.2,30,0.0,0.0,0.0,114.19,-24.19,5.57,2022-08-09 00:00:00+00:00,0.0
9698,17.8,57,0,,,,,,,,,9.3,7.6,0.0,0,1024.1,992.0,57500,-1,3.7,40,0.0,0.0,0.0,111.97,-21.97,21.07,2022-08-09 01:00:00+00:00,0.0
9699,16.9,61,0,,,,,,,,,9.4,5.4,0.0,0,1024.2,992.0,60550,-1,3.1,40,0.0,0.0,0.0,107.37,-17.37,35.6,2022-08-09 02:00:00+00:00,0.0
9700,16.1,64,0,,,,,,,,,9.3,5.5,0.0,0,1024.2,991.9,53740,-1,3.6,40,0.0,0.0,0.0,100.87,-10.87,48.89,2022-08-09 03:00:00+00:00,0.0
9701,15.8,65,0,,,,,,,,,9.3,6.0,0.0,0,1024.2,991.9,62650,-1,3.9,40,0.0,0.0,0.0,92.94,-2.94,61.04,2022-08-09 04:00:00+00:00,0.08
9702,16.0,64,0,,,,,,,,,9.3,7.2,0.0,0,1024.6,992.3,52220,-1,4.2,40,2.9,5.0,0.35,83.92,6.08,72.42,2022-08-09 05:00:00+00:00,1204.79
9703,16.3,64,0,,,,,,,,,9.5,7.1,0.0,0,1025.0,992.7,46100,-1,4.3,40,11.8,42.2,1.0,74.54,15.46,83.52,2022-08-09 06:00:00+00:00,12722.87
9704,18.6,56,0,,,,,,,,,9.7,6.6,0.0,0,1025.1,993.1,52850,-1,3.8,30,17.8,100.5,1.0,64.89,25.11,94.96,2022-08-09 07:00:00+00:00,42144.46
9705,20.8,48,0,,,,,,,,,9.5,7.2,0.0,0,1025.0,993.2,53780,-1,4.4,40,21.7,160.9,1.0,55.41,34.59,107.53,2022-08-09 08:00:00+00:00,66402.38
9706,23.4,41,0,,,,,,,,,9.5,8.0,0.0,0,1024.6,993.1,57290,-1,3.5,20,24.5,215.5,1.0,46.64,43.36,122.31,2022-08-09 09:00:00+00:00,85862.95
9707,26.2,35,3,11960,3,,,,,,,9.4,7.6,0.0,0,1024.2,993.0,50340,-1,4.1,40,26.6,262.2,1.0,39.38,50.62,140.69,2022-08-09 10:00:00+00:00,96643.23
9708,28.2,28,0,,,,,,,,,8.2,7.9,0.0,0,1023.6,992.6,57460,-1,3.8,30,28.5,292.6,1.0,34.84,55.16,163.52,2022-08-09 11:00:00+00:00,103663.85
9709,29.8,24,3,11780,3,,,,,,,7.4,10.0,0.0,0,1023.1,992.3,65790,-1,4.5,30,29.8,306.4,1.0,34.22,55.78,189.1,2022-08-09 12:00:00+00:00,103609.65
9710,30.2,23,1,12000,1,,,,,,,6.9,10.4,0.0,0,1022.9,992.1,61280,-1,4.6,30,31.5,301.9,1.0,37.74,52.26,213.06,2022-08-09 13:00:00+00:00,95227.34
9711,30.6,24,0,,,,,,,,,7.6,8.7,0.0,0,1022.4,991.7,61690,-1,4.1,40,35.3,282.4,1.0,44.36,45.64,232.7,2022-08-09 14:00:00+00:00,71104.83
9712,29.9,24,0,,,,,,,,,7.1,10.0,0.0,0,1022.2,991.4,63020,-1,4.6,40,32.9,243.8,1.0,52.8,37.2,248.37,2022-08-09 15:00:00+00:00,68696.09
9713,30.0,24,1,2620,1,,,,,,,7.2,10.9,0.0,0,1022.0,991.2,57790,-1,4.6,40,28.6,194.6,1.0,62.15,27.85,261.44,2022-08-09 16:00:00+00:00,47243.99
9714,29.8,24,0,,,,,,,,,7.2,9.3,0.0,0,1021.9,991.1,57120,-1,4.8,40,23.5,136.2,1.0,71.82,18.18,273.1,2022-08-09 17:00:00+00:00,25220.95
9715,28.3,26,0,,,,,,,,,7.0,10.4,0.0,0,1022.3,991.3,61880,-1,5.2,40,17.4,75.4,1.0,81.34,8.66,284.22,2022-08-09 18:00:00+00:00,7262.02
9716,26.4,30,0,,,,,,,,,7.5,8.8,0.0,0,1022.8,991.6,60400,-1,4.9,40,8.5,21.4,0.9,90.01,-0.01,295.46,2022-08-09 19:00:00+00:00,1973.69
9717,25.0,33,0,,,,,,,,,7.8,7.3,0.0,0,1023.3,992.0,60470,-1,4.5,40,0.7,0.8,0.0,98.84,-8.84,307.34,2022-08-09 20:00:00+00:00,10.38
9718,23.6,38,0,,,,,,,,,8.6,6.8,0.0,0,1023.8,992.3,56250,-1,4.1,30,0.0,0.0,0.0,105.85,-15.85,320.28,2022-08-09 21:00:00+00:00,0.0
9719,22.5,44,0,,,,,,,,,9.6,7.2,0.0,0,1024.0,992.4,57450,-1,4.6,30,0.0,0.0,0.0,111.09,-21.09,334.47,2022-08-09 22:00:00+00:00,0.0
9720,21.6,48,0,,,,,,,,,10.0,6.9,0.0,0,1024.1,992.4,45800,-1,4.8,30,0.0,0.0,0.0,114.08,-24.08,349.79,2022-08-09 23:00:00+00:00,0.0
9721,21.0,48,0,,,,,,,,,9.5,8.3,0.0,0,1024.0,992.3,57550,-1,4.9,40,0.0,0.0,0.0,114.48,-24.48,5.63,2022-08-10 00:00:00+00:00,0.0
9722,19.7,50,0,,,,,,,,,9.0,8.1,0.0,0,1024.1,992.2,61490,-1,4.6,40,0.0,0.0,0.0,112.24,-22.24,21.19,2022-08-10 01:00:00+00:00,0.0
9723,19.3,51,0,,,,,,,,,8.9,7.2,0.0,0,1023.8,991.9,56910,-1,3.9,40,0.0,0.0,0.0,107.63,-17.63,35.76,2022-08-10 02:00:00+00:00,0.0
9724,18.4,52,0,,,,,,,,,8.5,7.3,0.0,0,1024.2,992.2,62740,-1,3.6,40,0.0,0.0,0.0,101.1,-11.1,49.07,2022-08-10 03:00:00+00:00,0.0
9725,17.6,56,0,,,,,,,,,8.6,5.8,0.0,0,1024.1,992.0,50390,-1,3.4,40,0.0,0.0,0.0,93.16,-3.16,61.24,2022-08-10 04:00:00+00:00,0.0
9726,17.8,56,0,,,,,,,,,8.8,6.5,0.0,0,1024.3,992.2,47980,-1,4.4,40,2.7,4.3,0.3,84.11,5.89,72.64,2022-08-10 05:00:00+00:00,1097.87
9727,18.6,53,0,,,,,,,,,8.9,7.1,0.0,0,1024.4,992.4,66820,-1,4.6,40,12.2,40.6,1.0,74.73,15.27,83.75,2022-08-10 06:00:00+00:00,12459.24
9728,20.5,47,0,,,,,,,,,8.8,7.5,0.0,0,1024.3,992.5,49060,-1,4.9,40,19.0,99.0,1.0,65.08,24.92,95.2,2022-08-10 07:00:00+00:00,41056.84
9729,22.6,41,5,11020,5,,,,,,,8.9,7.8,0.0,0,1024.3,992.7,43040,100,5.0,30,24.2,160.6,1.0,55.61,34.39,107.78,2022-08-10 08:00:00+00:00,64903.76
9730,25.9,35,4,11250,4,,,,,,,9.3,8.8,0.0,0,1023.8,992.6,46140,100,4.3,30,29.2,212.0,1.0,46.86,43.14,122.58,2022-08-10 09:00:00+00:00,83210.99
9731,27.7,28,2,10960,2,,,,,,,7.4,8.6,0.0,0,1023.3,992.3,58860,-1,4.2,40,27.8,263.1,1.0,39.63,50.37,140.94,2022-08-10 10:00:00+00:00,95747.95
9732,29.0,23,0,,,,,,,,,6.0,11.7,0.0,0,1022.9,992.0,48620,-1,4.8,60,28.6,293.8,1.0,35.12,54.88,163.68,2022-08-10 11:00:00+00:00,105323.8
9733,29.9,22,0,,,,,,,,,6.1,10.2,0.0,0,1022.1,991.3,49360,100,4.2,90,29.3,308.2,1.0,34.51,55.49,189.11,2022-08-10 12:00:00+00:00,105395.46
9734,30.1,22,0,,,,,,,,,6.2,11.8,0.0,0,1021.7,990.9,60890,-1,5.0,70,29.8,303.0,1.0,38.02,51.98,212.94,2022-08-10 13:00:00+00:00,96408.58
9735,29.9,21,0,,,,,,,,,5.6,10.4,0.0,0,1021.1,990.3,63200,-1,4.9,80,29.2,282.2,1.0,44.63,45.37,232.52,2022-08-10 14:00:00+00:00,84083.2
9736,30.5,20,0,,,,,,,,,4.9,10.0,0.0,0,1020.5,989.8,61930,-1,4.5,80,27.1,245.6,1.0,53.05,36.95,248.18,2022-08-10 15:00:00+00:00,68081.34
9737,30.3,20,0,,,,,,,,,5.1,9.6,0.0,0,1020.1,989.4,60430,-1,4.3,80,24.7,196.2,1.0,62.4,27.6,261.25,2022-08-10 16:00:00+00:00,47494.37
9738,29.6,22,0,,,,,,,,,5.7,8.6,0.0,0,1020.1,989.3,56560,-1,4.3,80,22.5,136.6,1.0,72.06,17.94,272.93,2022-08-10 17:00:00+00:00,24998.77
9739,28.6,23,2,11720,2,,,,,,,5.6,7.6,0.0,0,1020.0,989.1,53830,-1,3.6,80,17.4,74.7,1.0,81.59,8.41,284.06,2022-08-10 18:00:00+00:00,7226.63
9740,26.2,28,0,,,,,,,,,6.1,5.9,0.0,0,1020.4,989.3,55030,-1,2.6,90,8.4,21.3,0.92,90.22,-0.22,295.31,2022-08-10 19:00:00+00:00,1939.85
9741,24.7,30,0,,,,,,,,,6.0,5.3,0.0,0,1020.8,989.5,56430,-1,2.3,90,0.4,0.7,0.0,99.11,-9.11,307.21,2022-08-10 20:00:00+00:00,29.07
9742,23.0,34,0,,,,,,,,,6.3,4.0,0.0,0,1021.2,989.7,72810,-1,2.5,50,0.0,0.0,0.0,106.13,-16.13,320.18,2022-08-10 21:00:00+00:00,0.0
9743,21.4,39,0,,,,,,,,,6.7,6.0,0.0,0,1021.3,989.7,52560,-1,3.5,40,0.0,0.0,0.0,111.38,-21.38,334.42,2022-08-10 22:00:00+00:00,0.0
9744,20.2,42,0,,,,,,,,,6.8,6.2,0.0,0,1021.4,989.6,59330,-1,3.8,40,0.0,0.0,0.0,114.37,-24.37,349.79,2022-08-10 23:00:00+00:00,0.0
9745,19.4,44,0,,,,,,,,,6.8,5.2,0.0,0,1021.3,989.5,61070,-1,2.0,30,0.0,0.0,0.0,114.77,-24.77,5.7,2022-08-11 00:00:00+00:00,0.0
9746,19.7,44,0,,,,,,,,,7.0,5.1,0.0,0,1021.4,989.6,54300,-1,2.7,40,0.0,0.0,0.0,112.52,-22.52,21.3,2022-08-11 01:00:00+00:00,0.0
9747,18.7,46,7,11260,7,,,,,,,7.0,5.7,0.0,0,1021.4,989.5,58150,-1,3.5,40,0.0,0.0,0.0,107.88,-17.88,35.91,2022-08-11 02:00:00+00:00,0.0
9748,18.0,49,3,11060,3,,,,,,,7.1,5.8,0.0,0,1021.6,989.6,57730,-1,3.8,30,0.0,0.0,0.0,101.33,-11.33,49.26,2022-08-11 03:00:00+00:00,0.0
9749,16.7,54,0,,,,,,,,,7.3,5.8,0.0,0,1021.7,989.6,58110,-1,3.6,30,0.0,0.0,0.0,93.37,-3.37,61.45,2022-08-11 04:00:00+00:00,0.0
9750,16.1,57,0,,,,,,,,,7.6,5.0,0.0,0,1021.8,989.6,55810,-1,3.4,30,2.7,3.9,0.23,84.31,5.69,72.86,2022-08-11 05:00:00+00:00,1145.94
9751,16.8,56,0,,,,,,,,,8.0,5.1,0.0,0,1022.0,989.9,50690,-1,2.9,30,12.8,38.8,1.0,74.92,15.08,83.99,2022-08-11 06:00:00+00:00,12246.87
9752,20.6,44,0,,,,,,,,,8.1,4.4,0.0,0,1021.8,990.1,63170,-1,2.4,40,20.5,97.2,1.0,65.27,24.73,95.45,2022-08-11 07:00:00+00:00,40654.14
9753,22.5,39,0,,,,,,,,,7.8,6.6,0.0,0,1021.5,990.0,73530,-1,3.5,30,24.9,158.3,1.0,55.81,34.19,108.05,2022-08-11 08:00:00+00:00,64334.75
9754,25.5,33,0,,,,,,,,,8.2,7.6,0.0,0,1021.0,989.8,46090,-1,3.8,30,27.8,214.6,1.0,47.08,42.92,122.85,2022-08-11 09:00:00+00:00,83187.96
9755,28.5,23,0,,,,,,,,,5.6,10.7,0.0,0,1020.5,989.6,68530,-1,4.5,40,30.5,259.7,1.0,39.88,50.12,141.18,2022-08-11 10:00:00+00:00,94862.87
9756,28.7,23,0,,,,,,,,,5.4,11.0,0.0,0,1019.9,989.0,33830,-1,4.8,90,31.2,292.7,1.0,35.4,54.6,163.84,2022-08-11 11:00:00+00:00,104377.97
9757,30.8,19,0,,,,,,,,,4.3,11.2,0.0,0,1019.2,988.6,61000,-1,4.7,80,30.5,307.8,1.0,34.81,55.19,189.12,2022-08-11 12:00:00+00:00,102444.61
9758,29.4,21,6,10410,6,,,,,,,4.9,11.4,0.0,0,1018.7,987.9,59590,-1,4.6,70,35.5,302.6,1.0,38.31,51.69,212.83,2022-08-11 13:00:00+00:00,95941.81
9759,30.1,22,0,,,,,,,,,5.8,10.3,0.0,0,1018.2,987.5,58670,-1,4.8,80,30.1,279.2,1.0,44.9,45.1,232.34,2022-08-11 14:00:00+00:00,80797.81
9760,30.1,22,4,11840,4,,,,,,,6.0,10.9,0.0,0,1017.7,987.1,53690,-1,5.2,60,30.8,240.8,1.0,53.31,36.69,247.98,2022-08-11 15:00:00+00:00,66068.29
9761,29.9,22,6,11820,6,,,,,,,5.7,10.5,0.0,0,1017.4,986.7,69460,-1,4.7,70,28.0,193.2,1.0,62.64,27.36,261.07,2022-08-11 16:00:00+00:00,46574.77
9762,29.9,22,7,11810,7,,,,,,,6.1,9.0,0.0,0,1016.9,986.3,60210,-1,4.0,80,25.4,137.2,1.0,72.3,17.7,272.75,2022-08-11 17:00:00+00:00,25330.93
9763,28.9,24,8,11050,4,11640,6,12150,8,,,6.4,7.8,0.0,0,1017.0,986.3,48700,-1,3.4,80,22.7,77.0,1.0,81.84,8.16,283.89,2022-08-11 18:00:00+00:00,9087.86
9764,26.6,27,7,11360,6,12050,7,,,,,6.2,7.6,0.0,0,1017.5,986.5,54210,-1,2.8,90,13.0,25.2,0.85,91.08,-1.08,295.16,2022-08-11 19:00:00+00:00,2658.15
9765,24.3,32,4,11100,3,11840,4,,,,,6.7,4.6,0.0,0,1018.1,986.9,55570,-1,2.0,90,0.6,0.7,0.0,99.38,-9.38,307.08,2022-08-11 20:00:00+00:00,5.38
9766,23.4,34,7,10880,7,,,,,,,6.7,3.4,0.0,0,1018.3,987.0,54770,-1,1.8,50,0.0,0.0,0.0,106.41,-16.41,320.08,2022-08-11 21:00:00+00:00,0.0
9767,20.7,41,3,11830,3,,,,,,,7.1,4.1,0.0,0,1018.7,987.1,55210,-1,2.6,30,0.0,0.0,0.0,111.68,-21.68,334.37,2022-08-11 22:00:00+00:00,0.0
9768,19.5,45,0,,,,,,,,,7.2,4.0,0.0,0,1018.8,987.0,48890,-1,2.4,40,0.0,0.0,0.0,114.67,-24.67,349.79,2022-08-11 23:00:00+00:00,0.0
9769,18.8,48,0,,,,,,,,,7.5,4.2,0.0,0,1018.6,986.8,53980,-1,2.9,40,0.0,0.0,0.0,115.06,-25.06,5.76,2022-08-12 00:00:00+00:00,0.0
9770,18.6,48,0,,,,,,,,,7.5,5.2,0.0,0,1018.4,986.6,57010,-1,3.2,30,0.0,0.0,0.0,112.79,-22.79,21.42,2022-08-12 01:00:00+00:00,0.0
9771,18.5,49,0,,,,,,,,,7.6,5.7,0.0,0,1018.2,986.4,51570,-1,3.8,30,0.0,0.0,0.0,108.14,-18.14,36.08,2022-08-12 02:00:00+00:00,0.0
9772,17.4,52,0,,,,,,,,,7.5,6.6,0.0,0,1018.4,986.4,49210,-1,4.3,30,0.0,0.0,0.0,101.57,-11.57,49.45,2022-08-12 03:00:00+00:00,0.0
9773,17.1,54,0,,,,,,,,,7.7,6.5,0.0,0,1018.4,986.4,54730,-1,3.5,30,0.0,0.0,0.0,93.59,-3.59,61.66,2022-08-12 04:00:00+00:00,0.0
9774,17.1,54,0,,,,,,,,,7.8,5.4,0.0,0,1018.5,986.5,51710,-1,3.5,30,2.5,3.7,0.25,84.51,5.49,73.08,2022-08-12 05:00:00+00:00,1167.95
9775,18.6,49,3,11980,3,,,,,,,7.8,6.3,0.0,0,1018.5,986.7,62940,-1,4.1,30,13.4,40.8,1.0,75.12,14.88,84.22,2022-08-12 06:00:00+00:00,12908.55
